batter,pitcher,batTeam,fldTeam,path,outcome,bb
686668,678906,COL,SFG,0145,1B,G
672724,677651,LAA,HOU,03478bb,K,
701350,800048,BOS,CLE,0145,1B,L
656941,694819,PHI,MIL,03478,K,
680718,668881,TOR,CIN,01258bbb,K,
668709,543243,OAK,STL,0,HR,F
642086,801403,SFG,COL,034,Out,G
677587,678394,CLE,BOS,0,1B,G
805300,674841,MIA,WSN,0369ab,K,
692216,678394,CLE,BOS,01258,1B,L
663330,640455,DET,NYM,0,Out,F
596019,450203,NYM,DET,014558,Out,F
678554,641927,CHW,MIN,01,Out,G
553993,669358,SEA,TBR,0,Out,G
687515,543243,OAK,STL,03,Out,F
668930,592836,MIL,PHI,014588bb,1B,G
682998,571578,ARI,TEX,0,Out,G
607043,675512,NYM,DET,0147,Out,G
514888,579328,HOU,LAA,0145,2B,L
621566,607067,ATL,CHC,01458bbbbb,BB,
647304,669358,SEA,TBR,0,1B,G
656305,683627,SFG,COL,0347,Out,F
595879,640455,DET,NYM,014,Out,G
650490,622491,TBR,SEA,0147,1B,G
672695,571578,ARI,TEX,01258,Out,G
592626,669194,TEX,ARI,012588,Out,F
687597,678906,COL,SFG,036788,K,
657136,800048,BOS,CLE,0147888bb,BB,
695657,641927,CHW,MIN,0,Out,F
670770,605135,CIN,TOR,014,Out,F
677594,669358,SEA,TBR,012558,Out,G
642715,801403,SFG,COL,03458,Out,P
673548,675911,CHC,ATL,014,Out,F
687231,543243,OAK,STL,01,1B,G
700337,641927,CHW,MIN,012,K,
656716,640455,DET,NYM,0367,Out,G
702616,656302,BAL,SDP,034,2B,L
670541,579328,HOU,LAA,0125,K,
624413,675512,NYM,DET,0145,K,
691016,543243,OAK,STL,0,Out,G
607208,694819,PHI,MIL,0,Out,G
671056,806960,STL,OAK,0,HR,F
663656,675911,CHC,ATL,01,Out,G
681082,694819,PHI,MIL,01,1B,L
595777,650644,ATL,CHC,0367,Out,F
642086,683627,SFG,COL,0125,Out,G
663457,806960,STL,OAK,034,Out,F
680574,605135,CIN,TOR,034,Out,L
666023,680694,SDP,BAL,01478,K,
802415,622491,TBR,SEA,01,Out,G
682663,674841,MIA,WSN,0,Out,P
667670,543243,OAK,STL,0145,K,
687263,677651,LAA,HOU,0122,HR,F
671655,678394,CLE,BOS,0369,BB,
691019,641927,CHW,MIN,0369,BB,
683146,450203,NYM,DET,01478b,BB,
606466,571578,ARI,TEX,0147ab,K,
686894,674841,MIA,WSN,034558,K,
656484,622491,TBR,SEA,03478,Out,L
624641,694819,PHI,MIL,0345,Out,F
646240,801403,SFG,COL,014,Out,G
694671,669194,TEX,ARI,012,Out,F
683737,675911,CHC,ATL,0125,Out,L
656577,656302,BAL,SDP,01258,K,
543807,668881,TOR,CIN,012,K,
691781,669199,WSN,MIA,014555,K,
687401,592836,MIL,PHI,01,Out,G
696100,678906,COL,SFG,0345,K,
665161,579328,HOU,LAA,0,2B,G
624431,605135,CIN,TOR,012,Out,G
693307,640455,DET,NYM,014555,1B,L
701675,806960,STL,OAK,014,Out,G
663728,669358,SEA,TBR,03,Out,P
665742,675512,NYM,DET,0347a,BB,
669397,650644,ATL,CHC,014,1B,L
643289,579328,HOU,LAA,034,Out,F
642715,683627,SFG,COL,034,HR,F
669326,677651,LAA,HOU,01258b,Out,G
805779,543243,OAK,STL,0145,Out,G
680776,687849,BOS,CLE,0345,Out,G
666134,678394,CLE,BOS,01258,1B,L
671218,801403,SFG,COL,0,1B,F
702332,592836,MIL,PHI,0147,HR,F
665926,668881,TOR,CIN,0367,Out,F
672820,641927,CHW,MIN,036,Out,P
668227,669358,SEA,TBR,03478,K,
669701,669194,TEX,ARI,0125,K,
669369,680694,SDP,BAL,01,1B,L
595777,607067,ATL,CHC,0125,K,
663993,800048,BOS,CLE,03458,Out,F
687551,801403,SFG,COL,0347,HR,F
663647,605135,CIN,TOR,03678,2B,F
691023,806960,STL,OAK,0145,K,
681546,686642,MIN,CHW,0367a,BB,
596146,694819,PHI,MIL,01478,K,
807713,675911,CHC,ATL,0369a,BB,
666160,678906,COL,SFG,0,1B,G
691723,656302,BAL,SDP,0345,K,
650333,608650,SDP,BAL,014,1B,G
691594,674841,MIA,WSN,03,Out,P
578428,680694,SDP,BAL,01,Out,G
691783,571578,ARI,TEX,01258,K,
641584,650644,ATL,CHC,03,Out,L
646240,683627,SFG,COL,0125,K,
663743,622491,TBR,SEA,036,HR,F
701358,579328,HOU,LAA,03458,Out,L
620443,450203,NYM,DET,03,2B,L
596019,675512,NYM,DET,01478b,Out,G
608701,687849,BOS,CLE,0,1B,G
690987,669199,WSN,MIA,012255,K,
643565,641927,CHW,MIN,01225,Out,P
671289,678906,COL,SFG,0,1B,G
671732,543243,OAK,STL,014,Out,G
686217,592836,MIL,PHI,034588,Out,F
656537,674841,MIA,WSN,01,Out,G
680700,672841,TBR,SEA,01,Out,G
668715,684320,CIN,TOR,034788,K,
656775,450203,NYM,DET,01,Out,G
606115,678906,COL,SFG,03678,K,
666310,678394,CLE,BOS,01478bbb,BB,
630105,680694,SDP,BAL,0367ab,BB,
628451,640455,DET,NYM,03478,K,
805373,650644,ATL,CHC,014,HBP,
680737,669194,TEX,ARI,01,Out,G
663853,687849,BOS,CLE,012,Out,F
676391,668881,TOR,CIN,0367a,Out,F
669397,607067,ATL,CHC,0145,K,
666023,608650,SDP,BAL,012,K,
702284,687003,SEA,TBR,01458b,Out,G
695657,681892,CHW,MIN,01458,K,
694359,677651,LAA,HOU,0147,Out,F
680700,622491,TBR,SEA,0369,BB,
672275,801403,SFG,COL,012,HBP,
702284,669358,SEA,TBR,0147a,BB,
663368,502085,MIL,PHI,034,Out,F
641658,543518,STL,OAK,014588b,Out,P
686780,806960,STL,OAK,01225,K,
683227,669194,TEX,ARI,034,HR,F
643446,450203,NYM,DET,012555,1B,L
678882,800048,BOS,CLE,01255558,Out,F
701398,605135,CIN,TOR,0347a,1B,L
683090,518886,LAA,HOU,01258bbb,Out,G
663968,672841,TBR,SEA,0367,1B,L
671218,683627,SFG,COL,01225,K,
666397,686642,MIN,CHW,0147a,BB,
694212,656302,BAL,SDP,0367abb,2B,G
676572,674841,MIA,WSN,03478b,Out,G
664056,694819,PHI,MIL,01255558,K,
680862,543243,OAK,STL,01,Out,G
621020,675911,CHC,ATL,036,Out,G
682988,571578,ARI,TEX,014,HR,F
671739,650644,ATL,CHC,014,Out,P
596115,687849,BOS,CLE,0367,1B,G
602104,579328,HOU,LAA,03678,HR,F
669477,801403,SFG,COL,0,Out,G
680869,543243,OAK,STL,012,K,
641584,607067,ATL,CHC,01478b,BB,
681460,641927,CHW,MIN,01,Out,F
671289,676775,COL,SFG,034,Out,P
686555,502085,MIL,PHI,0,1B,G
807713,676702,CHC,ATL,0345,Out,P
669369,608650,SDP,BAL,0,Out,G
808982,801403,SFG,COL,034,Out,G
683090,677651,LAA,HOU,0345,K,
682985,640455,DET,NYM,01478b,1B,G
543309,669194,TEX,ARI,0125,1B,L
665953,669199,WSN,MIA,0125,Out,F
692585,678906,COL,SFG,01458,K,
664770,668881,TOR,CIN,012,K,
663968,622491,TBR,SEA,03455,1B,G
683146,675512,NYM,DET,036,Out,G
592885,502085,MIL,PHI,0347a,BB,
578428,608650,SDP,BAL,03,Out,F
691718,675911,CHC,ATL,0369a,Out,G
683002,592094,BAL,SDP,0125555,1B,G
805367,641927,CHW,MIN,01222,HR,F
695336,806960,STL,OAK,01478,K,
663368,592836,MIL,PHI,03478bb,2B,G
700337,681892,CHW,MIN,0367abbb,1B,L
668904,682790,MIN,CHW,0367,Out,G
657757,680694,SDP,BAL,0369a,BB,
666139,672841,TBR,SEA,0145888bb,K,
621043,656271,HOU,LAA,0145,Out,F
641487,669358,SEA,TBR,034,Out,F
666181,684320,CIN,TOR,0,1B,L
671739,641745,ATL,CHC,012,K,
545121,571578,ARI,TEX,0367,Out,G
645277,650644,ATL,CHC,03458bb,Out,L
696100,666711,COL,SFG,0345,K,
669720,684320,CIN,TOR,03458,Out,F
606115,676775,COL,SFG,03678,Out,G
687551,683627,SFG,COL,01,1B,L
630105,608650,SDP,BAL,01455,Out,G
596146,682842,PHI,MIL,0345,Out,F
678489,657097,ARI,TEX,012,K,
641487,687003,SEA,TBR,01258,1B,L
666158,605135,CIN,TOR,03458,2B,F
668904,686642,MIN,CHW,01,Out,G
668709,543243,OAK,STL,01458,K,
608348,605154,CHC,ATL,0,1B,L
608324,687849,BOS,CLE,036788b,Out,L
663538,605154,CHC,ATL,012,Out,G
700932,678394,CLE,BOS,034555558,K,
668901,450203,NYM,DET,0345,HBP,
671056,686993,STL,OAK,034,Out,P
656577,663158,BAL,SDP,03478b,K,
620443,675512,NYM,DET,03,Out,G
673237,579328,HOU,LAA,0,Out,G
672386,668881,TOR,CIN,012,K,
656305,801403,SFG,COL,01478bbb,BB,
621020,676702,CHC,ATL,0367,2B,L
681715,674841,MIA,WSN,0367,Out,F
701675,543518,STL,OAK,0,Out,F
666185,656302,BAL,SDP,0369,BB,
572233,579328,HOU,LAA,0145,K,
645277,641745,ATL,CHC,034588b,BB,
672275,683627,SFG,COL,0367abbb,Out,G
666134,571927,CLE,BOS,0125,K,
656305,669020,SFG,COL,01,Out,G
691023,543518,STL,OAK,0,Out,F
686527,669358,SEA,TBR,0122,K,
673962,669194,TEX,ARI,012,Out,F
686797,686642,MIN,CHW,012,Out,G
695734,669199,WSN,MIA,012,3B,F
518595,677651,LAA,HOU,0,Out,P
681546,685126,MIN,CHW,0,Out,P
669016,694819,PHI,MIL,034,Out,G
691720,678906,COL,SFG,012,K,
650859,677651,LAA,HOU,014588b,Out,G
666139,622491,TBR,SEA,0122225,K,
681987,800048,BOS,CLE,01,1B,G
514888,656271,HOU,LAA,03478,HR,F
702332,621381,MIL,PHI,0,Out,F
701350,681870,BOS,CLE,012,K,
672515,571578,ARI,TEX,01258,Out,G
665877,543518,STL,OAK,0345,1B,L
661388,502085,MIL,PHI,034,1B,L
686797,682790,MIN,CHW,03,Out,F
518595,518886,LAA,HOU,01458,K,
656775,675512,NYM,DET,0347ab,BB,
608348,675911,CHC,ATL,034,Out,G
682998,657097,ARI,TEX,01,Out,F
805373,607067,ATL,CHC,0,Out,G
665742,805427,NYM,DET,03,3B,G
643217,641927,CHW,MIN,01255,K,
661388,621237,MIL,PHI,0367,Out,F
691026,806960,STL,OAK,03678b,Out,P
695734,806188,WSN,MIA,0,Out,F
657656,680694,SDP,BAL,0,Out,F
663457,686993,STL,OAK,01,1B,G
681715,678606,MIA,WSN,0,Out,L
680869,688297,OAK,STL,03458bb,K,
641584,573124,ATL,CHC,0367ab,K,
666160,666711,COL,SFG,01,Out,G
670242,592155,MIN,CHW,0345,K,
664023,605154,CHC,ATL,034555,K,
686217,621381,MIL,PHI,0,1B,L
666397,685126,MIN,CHW,01,2B,F
602104,666171,HOU,LAA,0122588b,K,
671739,607067,ATL,CHC,034,Out,L
694212,670970,BAL,SDP,0367,Out,P
630105,670329,SDP,BAL,034,Out,G
664056,682842,PHI,MIL,0,1B,F
802415,642048,TBR,SEA,0125,Out,G
679529,640455,DET,NYM,03458bb,Out,P
662139,668881,TOR,CIN,0,Out,F
642086,669020,SFG,COL,012,Out,F
682829,684320,CIN,TOR,0147ab,Out,L
672695,657097,ARI,TEX,01258,Out,F
692585,676775,COL,SFG,01458,K,
642133,669194,TEX,ARI,0145,Out,G
666182,668881,TOR,CIN,03458b,2B,L
663368,621381,MIL,PHI,0147abb,BB,
681546,641302,MIN,CHW,0125,Out,G
681460,650893,CHW,MIN,0145588b,K,
671277,669199,WSN,MIA,034588,1B,L
681393,678606,MIA,WSN,014788,K,
669016,682842,PHI,MIL,03,1B,G
607043,450203,NYM,DET,012588,Out,G
691718,676702,CHC,ATL,012,1B,G
663616,686642,MIN,CHW,03678b,K,
656811,680694,SDP,BAL,01258bbb,1B,G
663616,682790,MIN,CHW,01,1B,L
687515,543243,OAK,STL,0,Out,F
670042,687003,SEA,TBR,01,Out,F
657757,608650,SDP,BAL,034,Out,F
671277,806188,WSN,MIA,0,1B,L
680737,663765,TEX,ARI,0125,Out,F
681393,674841,MIA,WSN,0367a,BB,
608701,800048,BOS,CLE,03478b,K,
669720,605135,CIN,TOR,036,Out,G
666310,571927,CLE,BOS,0,Out,G
641343,592836,MIL,PHI,0147,Out,F
671289,666711,COL,SFG,0345,1B,G
596019,805427,NYM,DET,0347,HBP,
687637,656302,BAL,SDP,01,1B,G
621043,579328,HOU,LAA,0125,K,
657136,681870,BOS,CLE,01458b,BB,
669236,592094,BAL,SDP,01478bb,1B,G
686948,650644,ATL,CHC,012,K,
671732,681676,OAK,STL,03,1B,L
593871,669358,SEA,TBR,01258,Out,G
687231,543243,OAK,STL,0369a,BB,
694192,502085,MIL,PHI,01458bb,BB,
668904,685126,MIN,CHW,036788b,HR,F
592663,694819,PHI,MIL,014588,Out,P
701675,686993,STL,OAK,01458,HBP,
605137,806188,WSN,MIA,01455888,K,
663538,675911,CHC,ATL,034,Out,F
678662,678906,COL,SFG,01,1B,L
592663,682842,PHI,MIL,03478b,BB,
691019,681892,CHW,MIN,012558bbb,BB,
642715,669020,SFG,COL,01,1B,L
672640,690925,MIA,WSN,01455,Out,F
701350,687849,BOS,CLE,03478,Out,G
660844,687003,SEA,TBR,014,HR,F
645277,607067,ATL,CHC,0,1B,G
695336,543518,STL,OAK,0125,2B,G
681082,683232,PHI,MIL,01,Out,P
691723,663158,BAL,SDP,0145,K,
700932,571927,CLE,BOS,01,HR,F
807712,682790,MIN,CHW,03478,1B,G
650333,669211,SDP,BAL,01478,K,
657757,670329,SDP,BAL,0125,K,
666185,670970,BAL,SDP,01458,K,
695734,656848,WSN,MIA,034558bb,BB,
656775,669724,NYM,DET,014588bb,K,
691406,672841,TBR,SEA,03678b,2B,L
680862,681676,OAK,STL,01,Out,G
686948,607067,ATL,CHC,03478bb,BB,
686668,678906,COL,SFG,03678bb,K,
650859,518886,LAA,HOU,01258bbb,1B,G
683227,657044,TEX,ARI,034788,Out,G
672820,623437,CHW,MIN,01,Out,G
683748,663455,MIA,WSN,0145,K,
677942,571578,ARI,TEX,01258,K,
656896,656302,BAL,SDP,03,Out,L
680777,592155,MIN,CHW,0347a,BB,
657656,608650,SDP,BAL,01258b,1B,G
656484,642048,TBR,SEA,03478b,HR,F
670541,656271,HOU,LAA,014,1B,G
694192,621237,MIL,PHI,03458b,Out,G
621020,572955,CHC,ATL,0,Out,L
682829,605135,CIN,TOR,03678b,K,
608348,676702,CHC,ATL,036788b,Out,L
668901,606160,NYM,DET,0345,K,
666139,676106,TBR,SEA,0,Out,F
660670,650644,ATL,CHC,03478,K,
624641,683232,PHI,MIL,03458,Out,F
592663,657649,PHI,MIL,012588b,K,
608070,571927,CLE,BOS,0347,Out,G
664023,675911,CHC,ATL,03478b,Out,G
606466,542888,ARI,TEX,0147abb,Out,G
643446,675512,NYM,DET,01478b,Out,G
687401,642016,MIL,PHI,0125,Out,L
672386,641941,TOR,CIN,01,Out,G
683227,663765,TEX,ARI,01478,1B,L
691718,572955,CHC,ATL,0147,Out,L
678554,641927,CHW,MIN,014,1B,L
686948,641745,ATL,CHC,01478b,BB,
665019,641302,MIN,CHW,03,Out,G
669394,679775,TEX,ARI,0,3B,L
642086,801403,SFG,COL,034,Out,F
646240,669020,SFG,COL,012,1B,L
666969,669194,TEX,ARI,0,Out,L
702284,664076,SEA,TBR,01455,K,
666969,679775,TEX,ARI,034558,Out,G
681987,596001,BOS,CLE,01,Out,L
673548,605154,CHC,ATL,01258bb,Out,F
680869,681676,OAK,STL,0,2B,L
592885,592836,MIL,PHI,0367a,BB,
514888,579328,HOU,LAA,03478bbb,BB,
669357,806960,STL,OAK,03458b,K,
691406,622491,TBR,SEA,0,Out,F
643565,623437,CHW,MIN,0347,2B,F
683146,805427,NYM,DET,0125,Out,G
606115,666711,COL,SFG,014588b,Out,G
592626,669194,TEX,ARI,036788b,K,
672640,674841,MIA,WSN,03,Out,G
553993,687003,SEA,TBR,034,2B,L
672761,548384,DET,NYM,01,Out,G
608070,678394,CLE,BOS,03678b,Out,L
805373,573124,ATL,CHC,0,2B,L
683766,683627,SFG,COL,03678,Out,F
606466,657097,ARI,TEX,03,Out,F
679529,643511,DET,NYM,014788b,K,
666176,677651,LAA,HOU,0369ab,Out,F
683002,656302,BAL,SDP,0347ab,Out,F
691720,676775,COL,SFG,0,Out,G
691406,676106,TBR,SEA,0,1B,G
605137,669199,WSN,MIA,0369a,Out,G
694671,685314,TEX,ARI,01,Out,G
672640,678606,MIA,WSN,0367888b,BB,
553993,669358,SEA,TBR,0,2B,F
664040,622491,TBR,SEA,034788,K,
672761,640455,DET,NYM,0369abb,K,
668709,681676,OAK,STL,01478,1B,G
693409,543518,STL,OAK,01458,K,
691016,543243,OAK,STL,012,K,
682663,669371,MIA,WSN,0347,Out,P
663853,800048,BOS,CLE,0125,1B,L
665161,656271,HOU,LAA,012,K,
667690,661527,WSN,MIA,036788,Out,F
694212,663158,BAL,SDP,0122,Out,G
665489,668881,TOR,CIN,0147a,Out,F
691023,686993,STL,OAK,01478,K,
681481,592773,DET,NYM,012,Out,L
807712,686642,MIN,CHW,0122,K,
682622,684320,CIN,TOR,01455,K,
668709,688297,OAK,STL,03458,Out,F
671739,573124,ATL,CHC,0122,2B,L
624413,450203,NYM,DET,012,Out,G
657656,670329,SDP,BAL,03478,Out,G
662139,641941,TOR,CIN,034558,HR,F
678662,676775,COL,SFG,01255,Out,F
664040,676106,TBR,SEA,012,K,
668904,641302,MIN,CHW,034,Out,F
807712,673929,MIN,CHW,03478b,K,
683090,672391,LAA,HOU,03478,K,
663368,641835,MIL,PHI,03458,Out,G
695657,641927,CHW,MIN,036,HR,F
805300,674841,MIA,WSN,03458,Out,F
670242,682790,MIN,CHW,0345,Out,G
650402,548384,DET,NYM,01,Out,F
680718,663574,TOR,CIN,0145,Out,G
642715,801403,SFG,COL,036788b,Out,F
695578,666277,WSN,MIA,012,K,
673237,666171,HOU,LAA,014558,K,
657136,687849,BOS,CLE,0125558,K,
805300,690925,MIA,WSN,0147ab,K,
547180,694819,PHI,MIL,03,1B,F
676572,663455,MIA,WSN,0145,K,
691783,657097,ARI,TEX,012,K,
671218,669020,SFG,COL,0145,Out,G
665966,681870,BOS,CLE,0122,1B,G
647304,669358,SEA,TBR,03,Out,G
607208,642239,PHI,MIL,0369a,Out,F
683734,621381,MIL,PHI,0345,K,
607043,606160,NYM,DET,03678b,Out,G
542303,552640,ATL,CHC,0125,K,
695238,669211,SDP,BAL,014,Out,G
696030,686228,TEX,ARI,014,1B,L
608701,596001,BOS,CLE,0125,K,
680574,667297,CIN,TOR,0367,1B,L
805367,650893,CHW,MIN,014788,Out,G
608348,572955,CHC,ATL,0347ab,HR,F
668930,502085,MIL,PHI,01458b,K,
682177,571927,CLE,BOS,01455,Out,G
702332,642016,MIL,PHI,0367ab,BB,
673548,669276,CHC,ATL,03458,K,
545121,455119,ARI,TEX,0,Out,G
672724,687911,LAA,HOU,0345,Out,G
666971,571578,ARI,TEX,0,Out,L
702616,592094,BAL,SDP,012,Out,G
647304,687003,SEA,TBR,014,Out,P
677649,685314,TEX,ARI,014555,Out,L
686797,685126,MIN,CHW,0,Out,G
592518,680694,SDP,BAL,03478bb,K,
687637,670970,BAL,SDP,0,Out,G
621439,592155,MIN,CHW,0147,2B,L
547180,682842,PHI,MIL,034558,K,
628451,642397,DET,NYM,0,1B,F
663330,548384,DET,NYM,01478,2B,L
596146,683232,PHI,MIL,034,Out,F
656896,670970,BAL,SDP,0125,1B,L
650490,676106,TBR,SEA,01,2B,L
663616,685126,MIN,CHW,0147888,1B,G
656941,694819,PHI,MIL,012,K,
681460,623437,CHW,MIN,0,2B,F
680777,621051,MIN,CHW,03478b,Out,G
682998,571578,ARI,TEX,03458,Out,F
665742,450203,NYM,DET,0367ab,BB,
686797,641302,MIN,CHW,03,1B,G
667670,543243,OAK,STL,01,Out,F
656716,592773,DET,NYM,0367ab,BB,
656811,608650,SDP,BAL,0367ab,BB,
668930,621237,MIL,PHI,036788bbbbb,BB,
677594,669358,SEA,TBR,03455555,K,
641487,664076,SEA,TBR,03,1B,G
514888,681217,HOU,LAA,01222,Out,G
672515,455119,ARI,TEX,01458bb,1B,L
543309,663765,TEX,ARI,03678b,BB,
663743,642048,TBR,SEA,0147,1B,G
620443,805427,NYM,DET,034,1B,F
543309,657044,TEX,ARI,012258,Out,G
682928,806188,WSN,MIA,034,Out,G
643289,656271,HOU,LAA,034555588,Out,P
682622,605135,CIN,TOR,01478b,K,
621566,650644,ATL,CHC,0125,K,
693307,621242,DET,NYM,0122,K,
664040,672841,TBR,SEA,012,Out,G
808982,683627,SFG,COL,01255,1B,L
687859,669371,MIA,WSN,0345,Out,L
682985,642397,DET,NYM,01478,K,
645277,573124,ATL,CHC,01225,2B,L
664238,686228,TEX,ARI,03,Out,G
805367,623437,CHW,MIN,0367,Out,G
670242,686642,MIN,CHW,01,Out,L
669369,669211,SDP,BAL,0347,1B,L
673548,675911,CHC,ATL,0347,1B,L
687597,678906,COL,SFG,034,2B,F
668901,675512,NYM,DET,012,K,
663538,676702,CHC,ATL,01255588bb,Out,G
660670,641745,ATL,CHC,014558,Out,F
661388,592836,MIL,PHI,034,2B,L
683002,606996,BAL,SDP,0,Out,L
663853,670036,BOS,CLE,014558888b,K,
682988,657097,ARI,TEX,0,Out,F
666185,663158,BAL,SDP,03,Out,G
596115,800048,BOS,CLE,03,Out,G
700337,641927,CHW,MIN,034,Out,L
660670,607067,ATL,CHC,014,Out,L
667690,666277,WSN,MIA,014,Out,G
670770,684320,CIN,TOR,0367,1B,L
609280,667297,CIN,TOR,012,Out,P
682622,663893,CIN,TOR,01458b,1B,G
681715,663455,MIA,WSN,0147a,2B,L
682177,678394,CLE,BOS,034558,Out,G
545361,677651,LAA,HOU,01,Out,P
545121,657097,ARI,TEX,03455,Out,G
641598,664076,SEA,TBR,0369ab,K,
547180,676879,PHI,MIL,03,Out,G
686668,676775,COL,SFG,0145,1B,G
687515,688297,OAK,STL,036,Out,G
666176,518886,LAA,HOU,03478,1B,L
656811,670329,SDP,BAL,012588,K,
678882,681870,BOS,CLE,03,HBP,
680718,668881,TOR,CIN,03678,Out,L
671277,656848,WSN,MIA,0,Out,G
805779,543243,OAK,STL,034,1B,L
687551,669020,SFG,COL,0347a,1B,L
547180,657649,PHI,MIL,012,K,
677950,542888,ARI,TEX,0345,K,
575929,806960,STL,OAK,0345,Out,P
669357,543518,STL,OAK,03455,K,
687515,681676,OAK,STL,0,Out,G
677594,687003,SEA,TBR,03,Out,G
641584,552640,ATL,CHC,012222,K,
802415,676106,TBR,SEA,034,1B,L
543807,663574,TOR,CIN,0369a,BB,
664238,679775,TEX,ARI,012258888,1B,L
686780,686993,STL,OAK,03,Out,L
656577,592094,BAL,SDP,03478,K,
669236,656302,BAL,SDP,0125,K,
682928,669199,WSN,MIA,03678b,Out,F
669236,606996,BAL,SDP,014558,K,
672820,681892,CHW,MIN,01,Out,G
592885,621381,MIL,PHI,01258bbbb,K,
663853,596001,BOS,CLE,0,Out,L
680777,682790,MIN,CHW,0145,K,
663616,641302,MIN,CHW,0125,K,
682668,669724,NYM,DET,0147abb,Out,G
650490,622491,TBR,SEA,03458,Out,G
641343,641835,MIL,PHI,01258b,K,
518595,672391,LAA,HOU,012,1B,G
664056,683232,PHI,MIL,0,2B,L
672761,643511,DET,NYM,012222,Out,L
596115,596001,BOS,CLE,036,HR,F
650490,672841,TBR,SEA,03458,Out,L
680777,686642,MIN,CHW,03478b,BB,
694671,686228,TEX,ARI,0125,K,
668885,673929,MIN,CHW,014,Out,F
682663,674841,MIA,WSN,0367,Out,G
681546,592155,MIN,CHW,012,K,
676391,605130,TOR,CIN,0367abb,Out,G
681082,642239,PHI,MIL,0345,2B,L
663656,605154,CHC,ATL,01,Out,F
687263,687911,LAA,HOU,014,Out,L
687231,681676,OAK,STL,0147,Out,P
596146,571946,PHI,MIL,03458bb,BB,
605137,656848,WSN,MIA,0,Out,F
656775,805427,NYM,DET,012,K,
607208,694819,PHI,MIL,03478bbb,Out,L
691781,661527,WSN,MIA,01,Out,G
695578,806188,WSN,MIA,0125,K,
687637,663158,BAL,SDP,01258,1B,L
608324,800048,BOS,CLE,014588b,2B,L
692585,666711,COL,SFG,01458,2B,F
666182,641941,TOR,CIN,03,HR,F
694671,669194,TEX,ARI,012558,K,
683002,670970,BAL,SDP,0125,Out,G
624413,606160,NYM,DET,0347abb,BB,
691019,641927,CHW,MIN,01,2B,L
663656,669276,CHC,ATL,012,K,
691781,666277,WSN,MIA,0,Out,G
621566,607067,ATL,CHC,0145,1B,L
676391,691172,TOR,CIN,0347,Out,G
682928,656848,WSN,MIA,01,Out,F
682663,690925,MIA,WSN,0367abb,K,
680757,571927,CLE,BOS,0125558,1B,L
663728,687003,SEA,TBR,034,1B,L
695336,686993,STL,OAK,0367abb,Out,P
680700,642048,TBR,SEA,03478,Out,F
572233,666171,HOU,LAA,0367ab,BB,
663538,572955,CHC,ATL,012,K,
656941,676879,PHI,MIL,014558b,K,
694192,592836,MIL,PHI,01,Out,G
672724,677651,LAA,HOU,0125,K,
607043,675512,NYM,DET,01,1B,G
681987,681870,BOS,CLE,0367a,BB,
643565,681892,CHW,MIN,0347888,Out,G
595777,650644,ATL,CHC,0147ab,K,
696100,678906,COL,SFG,0,Out,F
690993,621242,DET,NYM,0,Out,L
669016,683232,PHI,MIL,0,1B,L
650402,640455,DET,NYM,01458b,K,
670541,579328,HOU,LAA,01,Out,L
669234,548384,DET,NYM,012558,Out,P
592663,683232,PHI,MIL,012588,HBP,
666152,687849,BOS,CLE,0367a,BB,
656941,682842,PHI,MIL,0369ab,BB,
691594,669371,MIA,WSN,0369ab,Out,G
663656,675911,CHC,ATL,03,Out,G
666160,678906,COL,SFG,03478,Out,F
671732,543243,OAK,STL,01458b,BB,
687231,688297,OAK,STL,0,Out,G
663647,667297,CIN,TOR,034558,1B,L
672695,571578,ARI,TEX,0,HR,F
695657,701519,CHW,MIN,036,Out,F
680737,685314,TEX,ARI,012558,K,
646240,801403,SFG,COL,0345,HR,L
643217,623437,CHW,MIN,01,Out,L
677587,458677,CLE,BOS,01,Out,G
690987,661527,WSN,MIA,03,Out,L
687401,661395,MIL,PHI,03,Out,G
665161,681217,HOU,LAA,0,2B,L
656941,657649,PHI,MIL,034,Out,L
656484,676106,TBR,SEA,03458,K,
687401,502085,MIL,PHI,014558,K,
805300,678606,MIA,WSN,034588,Out,G
578428,669211,SDP,BAL,012255,Out,F
665489,641941,TOR,CIN,03458b,1B,G
467793,605154,CHC,ATL,012,K,
686217,642016,MIL,PHI,014588,Out,G
690987,666277,WSN,MIA,012,K,
643217,650893,CHW,MIN,0,Out,L
682985,621242,DET,NYM,0122,K,
680757,547973,CLE,BOS,0,Out,L
695578,656848,WSN,MIA,01455,K,
679529,642397,DET,NYM,0122,1B,L
673962,663765,TEX,ARI,01458,K,
678554,650893,CHW,MIN,034,1B,G
666397,592155,MIN,CHW,01255,K,
672820,641927,CHW,MIN,0,Out,L
606466,571578,ARI,TEX,0147a,HR,F
650859,672391,LAA,HOU,0125,K,
702616,656302,BAL,SDP,0147a,Out,F
680728,542888,ARI,TEX,03455,K,
671056,806960,STL,OAK,0345,Out,F
680777,673929,MIN,CHW,0125,K,
673962,657044,TEX,ARI,01455,Out,L
807712,641302,MIN,CHW,036,Out,G
643446,805427,NYM,DET,0347a,Out,L
624413,675512,NYM,DET,03478,K,
650333,680694,SDP,BAL,03478,1B,L
656305,683627,SFG,COL,01458,K,
687597,676775,COL,SFG,01455,1B,G
656716,664854,DET,NYM,0,1B,L
621439,621051,MIN,CHW,0347a,Out,F
