batter,pitcher,batTeam,fldTeam,path,outcome,bb
500743,657006,LAD,CHC,01478b,K,
624424,657006,LAD,CHC,01258,K,
571771,657006,LAD,CHC,014588,HR,F
807713,808963,CHC,LAD,0125,K,
683737,808963,CHC,LAD,03458,K,
571970,657006,LAD,CHC,03678,Out,P
663656,808963,CHC,LAD,0347a,BB,
669257,657006,LAD,CHC,0,2B,L
606192,657006,LAD,CHC,01455,K,
673548,808963,CHC,LAD,0347a,BB,
669242,657006,LAD,CHC,01258b,HR,F
664023,808963,CHC,LAD,0369ab,BB,
660271,657006,LAD,CHC,012,Out,G
542932,808963,CHC,LAD,0,1B,G
608348,808963,CHC,LAD,03,Out,G
681624,657006,LAD,CHC,03478,K,
807713,689017,CHC,LAD,012,K,
691718,808963,CHC,LAD,03678,Out,L
683737,689017,CHC,LAD,01258b,K,
673548,472610,CHC,LAD,0125,K,
500743,657006,LAD,CHC,0345,Out,G
807713,681911,CHC,LAD,01,Out,G
621020,808963,CHC,LAD,0367a,BB,
664023,472610,CHC,LAD,036,1B,L
624424,657006,LAD,CHC,012,1B,G
663656,689017,CHC,LAD,0369,Out,P
542932,489446,CHC,LAD,01478bb,Out,P
457759,681911,CHC,LAD,0147a,BB,
691718,676263,CHC,LAD,012225,Out,F
542932,472610,CHC,LAD,034,1B,G
571771,657006,LAD,CHC,03,Out,L
807713,808963,CHC,LAD,0145,Out,L
606192,663878,LAD,CHC,03,Out,F
673548,689017,CHC,LAD,0345,Out,G
669242,657240,LAD,CHC,0,Out,G
669242,519151,LAD,CHC,0,Out,G
663656,681911,CHC,LAD,014558,2B,L
681624,657240,LAD,CHC,01258,2B,L
571970,657006,LAD,CHC,014,2B,F
683737,808963,CHC,LAD,0369,BB,
608348,472610,CHC,LAD,014588b,BB,
669242,663878,LAD,CHC,0345,K,
660271,519151,LAD,CHC,0367a,BB,
571771,687863,LAD,CHC,03478,K,
608348,489446,CHC,LAD,0147,1B,G
669257,657006,LAD,CHC,0369a,BB,
621020,676263,CHC,LAD,0145,2B,L
664023,689017,CHC,LAD,0125,K,
571771,573204,LAD,CHC,01258,Out,P
663656,808963,CHC,LAD,03,Out,F
500743,657240,LAD,CHC,01258,Out,G
660271,663878,LAD,CHC,03458,HR,F
681624,519151,LAD,CHC,0369a,BB,
691718,489446,CHC,LAD,03678,K,
571970,687863,LAD,CHC,03,Out,G
673548,681911,CHC,LAD,014588bbb,K,
542932,689017,CHC,LAD,012,1B,G
807713,676263,CHC,LAD,012,1B,G
673548,808963,CHC,LAD,03678b,K,
691718,472610,CHC,LAD,0122,K,
571970,573204,LAD,CHC,03678,K,
606192,657006,LAD,CHC,034,Out,G
669257,687863,LAD,CHC,03678b,BB,
683737,676263,CHC,LAD,01458,K,
624424,657240,LAD,CHC,03478b,BB,
608348,689017,CHC,LAD,01258b,Out,G
681624,663878,LAD,CHC,012588,K,
669242,657006,LAD,CHC,0122,K,
621020,489446,CHC,LAD,01225,K,
500743,519151,LAD,CHC,0369,BB,
621020,472610,CHC,LAD,0345,Out,F
669257,573204,LAD,CHC,014,Out,G
664023,808963,CHC,LAD,034,Out,F
606192,687863,LAD,CHC,03,Out,G
663656,676263,CHC,LAD,0,Out,F
660271,657006,LAD,CHC,0,Out,F
664023,681911,CHC,LAD,0,Out,P
624424,519151,LAD,CHC,0,Out,G
660271,657240,LAD,CHC,0369,Out,
664023,808967,CHC,LAD,0147abb,K,
624424,684007,LAD,CHC,03,Out,F
571771,684007,LAD,CHC,01,Out,F
669257,676962,LAD,CHC,0147abb,BB,
571970,684007,LAD,CHC,0347ab,BB,
542932,808967,CHC,LAD,0,Out,G
665804,808967,CHC,LAD,0,Out,G
691718,808967,CHC,LAD,0,Out,G
621020,808967,CHC,LAD,0367ab,K,
669257,684007,LAD,CHC,01,Out,P
606192,676962,LAD,CHC,0367,Out,F
606192,684007,LAD,CHC,012588bb,BB,
807713,808967,CHC,LAD,0145,K,
669242,676962,LAD,CHC,012,Out,G
683737,808967,CHC,LAD,012558b,Out,G
660271,676962,LAD,CHC,012,K,
669242,684007,LAD,CHC,014,Out,G
681624,676962,LAD,CHC,0369,BB,
660271,684007,LAD,CHC,03458,Out,L
663656,808967,CHC,LAD,0147ab,Out,G
500743,676962,LAD,CHC,034,1B,G
681624,684007,LAD,CHC,034588,K,
624424,676962,LAD,CHC,0145,K,
673548,808967,CHC,LAD,0367,Out,G
571771,676962,LAD,CHC,01478,K,
500743,684007,LAD,CHC,01,Out,F
664023,808967,CHC,LAD,0,1B,G
542932,808967,CHC,LAD,0345,K,
624424,684007,LAD,CHC,0145,Out,P
571970,676962,LAD,CHC,03478bbbb,K,
571771,518489,LAD,CHC,014588b,Out,P
665804,808967,CHC,LAD,034,2B,F
571771,684007,LAD,CHC,01225,Out,P
691718,808967,CHC,LAD,012,Out,G
571970,684007,LAD,CHC,01478bbb,BB,
621020,808967,CHC,LAD,014,1B,G
669257,676962,LAD,CHC,0347ab,1B,L
571970,518489,LAD,CHC,03478bbb,K,
681624,669212,LAD,CHC,0125588,K,
807713,808967,CHC,LAD,012555,Out,G
606192,676962,LAD,CHC,012,Out,G
669257,684007,LAD,CHC,03478bb,BB,
673548,595014,CHC,LAD,0345,Out,L
683737,808967,CHC,LAD,0125,Out,L
669257,518489,LAD,CHC,034788b,BB,
500743,669212,LAD,CHC,012588,Out,G
669242,676962,LAD,CHC,0,1B,L
660271,676962,LAD,CHC,0122,1B,G
664023,595014,CHC,LAD,01455,K,
691718,676508,CHC,LAD,01458,K,
683737,607455,CHC,LAD,036,Out,F
663656,808967,CHC,LAD,012,Out,G
807713,656945,CHC,LAD,012,K,
681624,676962,LAD,CHC,0369a,BB,
606192,684007,LAD,CHC,012,K,
673548,808967,CHC,LAD,014,Out,L
624424,669212,LAD,CHC,03678,2B,L
663656,607455,CHC,LAD,034,Out,F
606192,518489,LAD,CHC,01,1B,L
457759,656945,CHC,LAD,012588,Out,F
621020,676508,CHC,LAD,0369a,Out,F
542932,595014,CHC,LAD,034,HBP,
669242,518489,LAD,CHC,0,Out,G
669242,684007,LAD,CHC,034,Out,P
664023,808967,CHC,LAD,0369ab,BB,
673548,607455,CHC,LAD,01225,K,
660271,518489,LAD,CHC,03478,2B,L
500743,676962,LAD,CHC,0125,K,
665804,595014,CHC,LAD,0345,K,
660271,684007,LAD,CHC,014,Out,G
571771,669212,LAD,CHC,01,Out,G
807713,676508,CHC,LAD,03,Out,P
663656,656945,CHC,LAD,0,Out,L
571970,669212,LAD,CHC,0,Out,G
656811,592332,BAL,TOR,03455,Out,F
668901,686613,NYM,HOU,0125558,Out,F
657757,625643,SDP,ATL,0369,Out,F
595777,656302,ATL,SDP,03458,Out,G
676059,592332,BAL,TOR,014558,Out,F
679529,808967,DET,LAD,03678,K,
593428,625643,SDP,ATL,0147,Out,F
607043,686613,NYM,HOU,03478,Out,G
669394,656557,TEX,BOS,0,2B,L
666969,656557,TEX,BOS,01258,Out,F
672284,656302,ATL,SDP,03455,HR,F
630105,625643,SDP,ATL,01455,Out,F
668939,592332,BAL,TOR,0,Out,F
672640,656605,MIA,PIT,0345,Out,G
682985,808967,DET,LAD,03478,K,
681297,592332,BAL,TOR,03678,K,
621020,518876,CHC,ARI,0,1B,L
663647,687362,PIT,MIA,014,Out,P
571657,686752,COL,TBR,034,Out,G
624413,686613,NYM,HOU,0147a,BB,
683737,518876,CHC,ARI,03,Out,G
669397,656302,ATL,SDP,034,Out,G
668709,622491,OAK,SEA,01458bb,Out,G
663728,605488,SEA,OAK,03478,K,
592626,656557,TEX,BOS,0147a,1B,G
606192,656427,LAD,DET,01258bb,Out,G
457705,687362,PIT,MIA,01458b,BB,
646240,683004,BOS,TEX,01458b,K,
673548,518876,CHC,ARI,03478,Out,G
605361,686752,COL,TBR,0345,K,
670223,656605,MIA,PIT,0,1B,L
681481,808967,DET,LAD,03678,K,
701538,625643,SDP,ATL,0,1B,G
681146,656605,MIA,PIT,036,Out,G
702176,450203,TOR,BAL,014,Out,F
686948,656302,ATL,SDP,0125888,Out,F
592518,625643,SDP,ATL,03458,Out,G
622761,592332,BAL,TOR,012,K,
647304,592791,ARI,CHC,0,Out,L
666971,592791,ARI,CHC,0145,2B,G
665742,686613,NYM,HOU,0347a,BB,
694671,656557,TEX,BOS,0367,1B,L
696100,686752,COL,TBR,0,2B,G
669065,656605,MIA,PIT,01455888,K,
677594,605488,SEA,OAK,014588,K,
702616,592332,BAL,TOR,012,1B,G
664770,450203,TOR,BAL,01478b,BB,
669911,686752,COL,TBR,012,K,
663656,518876,CHC,ARI,014588b,BB,
514888,656731,HOU,NYM,0125,1B,G
650402,808967,DET,LAD,03678b,BB,
680776,683004,BOS,TEX,036,Out,G
667670,622491,OAK,SEA,034,HR,F
518692,656427,LAD,DET,0,HR,F
663698,687362,PIT,MIA,01455,K,
650333,625643,SDP,ATL,03678b,BB,
606466,592791,ARI,CHC,03458b,Out,F
605141,656427,LAD,DET,0,1B,F
592178,686752,COL,TBR,03458,Out,G
660271,656427,LAD,DET,0147,Out,G
663624,592332,BAL,TOR,0145,Out,F
608369,656557,TEX,BOS,03458b,K,
596019,686613,NYM,HOU,0,Out,G
671732,622491,OAK,SEA,0147,2B,L
620443,686613,NYM,HOU,0345,K,
676694,656731,HOU,NYM,012,K,
671739,656302,ATL,SDP,034558,Out,L
678882,683004,BOS,TEX,0,Out,G
657136,683004,BOS,TEX,0347,Out,G
645302,605488,SEA,OAK,0125,Out,G
665833,687362,PIT,MIA,01,HR,L
695238,450203,TOR,BAL,0125,1B,L
663898,656731,HOU,NYM,0,Out,G
664023,518876,CHC,ARI,0345,Out,G
656775,592332,BAL,TOR,014,Out,G
605131,656427,LAD,DET,036,Out,F
668952,808967,DET,LAD,0125,K,
669364,656605,MIA,PIT,01,Out,L
668804,687362,PIT,MIA,012,K,
805779,622491,OAK,SEA,0145,Out,G
683146,686613,NYM,HOU,0125,K,
701358,656731,HOU,NYM,0369ab,BB,
665487,625643,SDP,ATL,03678b,Out,G
641857,686752,COL,TBR,03,2B,L
682998,592791,ARI,CHC,01,Out,L
641487,605488,SEA,OAK,0347888,Out,L
677800,683004,BOS,TEX,01258,1B,L
688363,656605,MIA,PIT,0347,2B,L
543760,656557,TEX,BOS,014558,Out,F
641933,592332,BAL,TOR,01,Out,F
681624,656427,LAD,DET,01,HBP,
678662,686752,COL,TBR,034788b,K,
645444,592791,ARI,CHC,014,Out,G
543807,450203,TOR,BAL,01258,1B,L
645277,656302,ATL,SDP,012,K,
650490,607536,TBR,COL,03,Out,F
608348,518876,CHC,ARI,034,Out,L
700242,808967,DET,LAD,0,Out,G
502054,687362,PIT,MIA,01,Out,G
691777,622491,OAK,SEA,0,Out,G
678554,607536,TBR,COL,03478,K,
621438,686613,NYM,HOU,03,Out,G
693307,808967,DET,LAD,0145,K,
624424,656427,LAD,DET,01,Out,G
656811,592332,BAL,TOR,012,1B,L
656537,656605,MIA,PIT,012,1B,G
672695,592791,ARI,CHC,0345,1B,L
570482,622491,OAK,SEA,012258,K,
542303,656302,ATL,SDP,0,1B,G
643396,687362,PIT,MIA,01255,Out,F
608385,686613,NYM,HOU,03478b,BB,
455117,625643,SDP,ATL,014588,1B,L
665161,656731,HOU,NYM,034,Out,F
807713,518876,CHC,ARI,0,Out,F
621566,656302,ATL,SDP,01258bbb,BB,
669242,656427,LAD,DET,01478,1B,L
692225,683004,BOS,TEX,03458,1B,G
665750,656557,TEX,BOS,01,1B,L
691718,518876,CHC,ARI,036788b,BB,
676059,592332,BAL,TOR,01458b,K,
672386,450203,TOR,BAL,012,1B,L
656716,808967,DET,LAD,01,Out,G
664238,605488,SEA,OAK,014,1B,L
689414,656605,MIA,PIT,03455,Out,G
686668,686752,COL,TBR,012588,K,
673237,656731,HOU,NYM,012,K,
641680,656557,TEX,BOS,0,HR,F
670764,607536,TBR,COL,01,Out,P
677950,592791,ARI,CHC,03,2B,L
665926,450203,TOR,BAL,034,Out,G
690993,808967,DET,LAD,03458b,BB,
624428,687362,PIT,MIA,0,Out,F
673962,656557,TEX,BOS,01,Out,G
571970,656427,LAD,DET,03458,K,
676356,607536,TBR,COL,012,K,
664913,622491,OAK,SEA,0,HBP,
553993,592791,ARI,CHC,0147a,HR,F
456781,605488,SEA,OAK,01258,K,
596115,683004,BOS,TEX,0,1B,G
682848,687362,PIT,MIA,03458,Out,F
671213,683004,BOS,TEX,014,Out,G
668901,686613,NYM,HOU,01,Out,G
518792,625643,SDP,ATL,0,Out,G
572233,656731,HOU,NYM,01478,K,
669394,656557,TEX,BOS,01,Out,F
691016,622491,OAK,SEA,012558b,K,
657757,625643,SDP,ATL,0147,Out,F
668939,592332,BAL,TOR,014558b,BB,
665052,656605,MIA,PIT,012,Out,F
623993,450203,TOR,BAL,0369,Out,P
607043,686613,NYM,HOU,034588,K,
663586,656302,ATL,SDP,0369,BB,
666969,656557,TEX,BOS,0345888b,BB,
663538,518876,CHC,ARI,03,Out,F
666139,607536,TBR,COL,0122255,1B,G
608324,683004,BOS,TEX,01458b,Out,F
687597,686752,COL,TBR,03478,Out,G
672640,656605,MIA,PIT,034,Out,G
663647,687362,PIT,MIA,01,1B,G
593871,605488,SEA,OAK,0125,1B,L
606192,656427,LAD,DET,03458b,BB,
679529,808967,DET,LAD,014788,1B,L
621020,518876,CHC,ARI,0345,Out,G
656976,592791,ARI,CHC,03678,2B,G
665489,450203,TOR,BAL,0369a,2B,L
670541,656731,HOU,NYM,012,Out,F
593428,625643,SDP,ATL,034,2B,G
595777,656302,ATL,SDP,014558b,1B,L
457705,687362,PIT,MIA,0,2B,L
670223,656605,MIA,PIT,0,Out,F
669127,622491,OAK,SEA,01255,Out,G
663698,687362,PIT,MIA,0367a,BB,
641598,605488,SEA,OAK,0,1B,L
683737,518876,CHC,ARI,01,Out,G
670623,656731,HOU,NYM,0367,1B,G
571657,686752,COL,TBR,036,Out,F
624413,686613,NYM,HOU,03455,K,
681297,592332,BAL,TOR,0147ab,Out,G
630105,625643,SDP,ATL,01258bb,BB,
681146,656605,MIA,PIT,012,K,
646240,683004,BOS,TEX,014558,K,
647304,592791,ARI,CHC,014558,Out,G
643376,607536,TBR,COL,0122,K,
668227,605488,SEA,OAK,01458,K,
682985,808967,DET,LAD,014,Out,G
673548,518876,CHC,ARI,0147,2B,L
518692,656427,LAD,DET,01478,Out,L
592626,656557,TEX,BOS,01,Out,F
666182,450203,TOR,BAL,03678b,Out,G
605361,686752,COL,TBR,03478,K,
669065,656605,MIA,PIT,03478bb,K,
666971,641745,ARI,CHC,01,Out,F
665833,687362,PIT,MIA,0369,BB,
668709,622491,OAK,SEA,01258,K,
694671,656557,TEX,BOS,01,Out,F
514888,656731,HOU,NYM,03678,1B,G
665742,686613,NYM,HOU,0345,HR,F
681481,808967,DET,LAD,034,Out,G
672284,656302,ATL,SDP,014588,K,
606466,641745,ARI,CHC,0125,K,
666624,607536,TBR,COL,0145,Out,G
622761,592332,BAL,TOR,0122,Out,F
608369,656557,TEX,BOS,03,Out,G
663728,605488,SEA,OAK,03,Out,G
663656,518876,CHC,ARI,0,Out,P
668804,687362,PIT,MIA,0345,K,
680776,683004,BOS,TEX,0147,1B,L
701538,625643,SDP,ATL,01,1B,L
605141,656427,LAD,DET,0145,Out,G
666971,592791,ARI,CHC,03678b,Out,F
664023,518876,CHC,ARI,01,Out,F
696100,686752,COL,TBR,03458,1B,L
543760,656557,TEX,BOS,0,Out,G
677594,605488,SEA,OAK,0345,K,
702176,450203,TOR,BAL,034555,Out,G
650402,808967,DET,LAD,0347,HR,L
667670,622491,OAK,SEA,03458,K,
682998,641745,ARI,CHC,0122,HBP,
592518,625643,SDP,ATL,03678b,K,
691406,607536,TBR,COL,01,Out,G
608348,518876,CHC,ARI,0345,Out,G
665750,656557,TEX,BOS,0369ab,BB,
596019,686613,NYM,HOU,0125888,Out,G
676694,656731,HOU,NYM,0125,K,
702616,592332,BAL,TOR,036,HR,F
669364,656605,MIA,PIT,0369a,Out,L
665489,544150,TOR,BAL,03478b,K,
678882,683004,BOS,TEX,014,Out,F
660271,656427,LAD,DET,03,Out,F
664040,607536,TBR,COL,01,Out,L
502054,687362,PIT,MIA,01,Out,G
669397,656302,ATL,SDP,01258,K,
645302,605488,SEA,OAK,0,Out,G
668952,808967,DET,LAD,03478,K,
645444,641745,ARI,CHC,012258,K,
663624,592332,BAL,TOR,01222225,Out,G
650490,607536,TBR,COL,03,1B,G
669911,686752,COL,TBR,0145,HBP,
643396,687362,PIT,MIA,03458,1B,L
663898,656731,HOU,NYM,0367,Out,L
606466,592791,ARI,CHC,01,Out,G
641487,605488,SEA,OAK,0347ab,Out,F
807713,518876,CHC,ARI,01258,Out,G
605131,656427,LAD,DET,012,K,
657136,683004,BOS,TEX,034,Out,F
664770,450203,TOR,BAL,0369abbb,K,
671732,622491,OAK,SEA,014,Out,G
688363,656605,MIA,PIT,03478,Out,F
682998,592791,ARI,CHC,012,Out,F
650333,625643,SDP,ATL,03678888,Out,G
641680,656557,TEX,BOS,03455,HR,F
678554,607536,TBR,COL,0145,K,
666182,544150,TOR,BAL,03,1B,G
681624,656427,LAD,DET,03478b,K,
686948,656302,ATL,SDP,03455,K,
620443,686613,NYM,HOU,01478,K,
805779,622491,OAK,SEA,0,Out,G
701358,656731,HOU,NYM,01458bb,K,
700242,808967,DET,LAD,012,K,
592178,686752,COL,TBR,0,Out,F
677800,683004,BOS,TEX,0367a,BB,
691777,622491,OAK,SEA,0367a,Out,G
691718,518876,CHC,ARI,03,2B,L
456781,687765,SEA,OAK,0,Out,G
624428,687362,PIT,MIA,0145,K,
641857,686752,COL,TBR,0367a,BB,
702176,544150,TOR,BAL,0,Out,G
645444,592791,ARI,CHC,0369ab,K,
672695,641745,ARI,CHC,0367a,Out,L
670156,687765,SEA,OAK,0147,1B,G
664238,605488,SEA,OAK,034,Out,G
670764,607536,TBR,COL,034,Out,L
664770,544150,TOR,BAL,034,1B,G
656537,656605,MIA,PIT,0125,K,
673962,656557,TEX,BOS,01478b,Out,L
693307,808967,DET,LAD,0145,HR,F
663538,518876,CHC,ARI,014588,Out,G
671732,642048,OAK,SEA,03458,Out,F
683146,686613,NYM,HOU,01,Out,P
671739,656302,ATL,SDP,012,K,
702176,672335,TOR,BAL,012,Out,G
656775,592332,BAL,TOR,01455,K,
624424,656427,LAD,DET,0122,K,
695238,544150,TOR,BAL,0367abb,K,
456781,605488,SEA,OAK,03678,K,
682848,687362,PIT,MIA,0,Out,P
676356,607536,TBR,COL,014,Out,G
692225,683004,BOS,TEX,0125,1B,G
695238,450203,TOR,BAL,014,2B,L
678662,686752,COL,TBR,0,2B,G
693307,681911,DET,LAD,012,K,
641598,687765,SEA,OAK,0347,Out,L
686668,664126,COL,TBR,03458bb,K,
663647,687362,PIT,MIA,0125588b,Out,P
665487,625643,SDP,ATL,01,Out,F
570482,622491,OAK,SEA,01455,1B,G
621438,686613,NYM,HOU,01258,Out,G
645277,656302,ATL,SDP,0147abb,Out,F
677950,641745,ARI,CHC,03678b,1B,L
676914,672335,TOR,BAL,03478b,BB,
689414,656605,MIA,PIT,014,Out,L
656716,808967,DET,LAD,0145,K,
686668,686752,COL,TBR,012,K,
665161,656731,HOU,NYM,03458,Out,F
672695,592791,ARI,CHC,0,Out,F
543807,450203,TOR,BAL,0,Out,L
455117,625643,SDP,ATL,012,1B,L
666139,607536,TBR,COL,01458,Out,G
677950,592791,ARI,CHC,014,2B,L
682998,669212,ARI,CHC,0145,K,
641933,592332,BAL,TOR,014,Out,G
621020,518876,CHC,ARI,01478b,BB,
805779,642048,OAK,SEA,0,Out,G
624428,663969,PIT,MIA,01,Out,G
669242,656427,LAD,DET,012,K,
672386,450203,TOR,BAL,0147ab,K,
663624,680704,BAL,TOR,012,K,
669394,656557,TEX,BOS,0125,K,
686948,670970,ATL,SDP,012,Out,G
656716,681911,DET,LAD,012258b,BB,
596115,683004,BOS,TEX,03455,Out,P
456781,686993,SEA,OAK,012,K,
668227,687765,SEA,OAK,012558,K,
687597,686752,COL,TBR,012,Out,G
691777,642048,OAK,SEA,012,HR,F
593871,605488,SEA,OAK,0145,K,
665052,656605,MIA,PIT,03458,1B,G
518792,625643,SDP,ATL,0125,Out,G
682848,663969,PIT,MIA,0369,BB,
690993,808967,DET,LAD,03478,K,
605141,689225,LAD,DET,01458bbb,HR,F
608385,686613,NYM,HOU,03,1B,G
553993,592791,ARI,CHC,0,HR,F
664913,622491,OAK,SEA,036,Out,G
656811,592332,BAL,TOR,0145,Out,F
665926,642397,TOR,BAL,012,K,
656976,592791,ARI,CHC,0147abb,1B,L
671739,670970,ATL,SDP,0367,Out,G
656775,680704,BAL,TOR,0369,BB,
673237,656731,HOU,NYM,0147,Out,L
543807,544150,TOR,BAL,0125,1B,F
671739,592094,ATL,SDP,012,K,
571970,656427,LAD,DET,0345,Out,G
667670,660825,OAK,SEA,014588,K,
593871,686993,SEA,OAK,0122258b,Out,G
668901,686613,NYM,HOU,01258,2B,L
570482,642048,OAK,SEA,014,Out,L
676391,672335,TOR,BAL,0345,2B,F
643376,607536,TBR,COL,01455,K,
687597,664126,COL,TBR,012258b,BB,
666969,656557,TEX,BOS,034788b,BB,
645444,669212,ARI,CHC,03478,Out,F
676694,621345,HOU,NYM,0145,K,
553993,641745,ARI,CHC,0125,Out,G
571657,686752,COL,TBR,0,Out,F
605361,686752,COL,TBR,034,Out,F
691016,622491,OAK,SEA,014,Out,G
457705,687362,PIT,MIA,0367,Out,F
542303,656302,ATL,SDP,0345,K,
656537,670280,MIA,PIT,03478b,K,
673237,657585,HOU,NYM,01,Out,F
671213,683004,BOS,TEX,012,Out,G
665833,685107,PIT,MIA,0,Out,L
641598,605488,SEA,OAK,0,Out,G
665926,450203,TOR,BAL,0122588,K,
623993,642397,TOR,BAL,01255,K,
683737,518876,CHC,ARI,0,Out,G
668227,605488,SEA,OAK,012,Out,F
645277,592094,ATL,SDP,01458b,BB,
572233,592773,HOU,NYM,01,Out,L
672640,656605,MIA,PIT,0367a,BB,
663647,663969,PIT,MIA,0,Out,F
668804,685107,PIT,MIA,03458bb,K,
691777,672841,OAK,SEA,0,Out,G
657757,625643,SDP,ATL,01,1B,L
807713,571946,CHC,ARI,0,Out,F
691718,571946,CHC,ARI,0,Out,F
672386,544150,TOR,BAL,0,Out,F
572233,656731,HOU,NYM,034,Out,G
681624,663947,LAD,DET,01255,Out,F
621438,664351,NYM,HOU,0145,K,
606192,656427,LAD,DET,0367ab,Out,F
645277,670970,ATL,SDP,0367,Out,G
609280,642048,OAK,SEA,0147ab,BB,
457705,663969,PIT,MIA,0,Out,G
628451,681911,DET,LAD,01478bb,BB,
673548,518876,CHC,ARI,012,K,
676059,592332,BAL,TOR,01258,Out,F
641933,680704,BAL,TOR,0125,Out,P
679529,808967,DET,LAD,03455,K,
649966,672841,OAK,SEA,01,HR,F
518692,676684,LAD,DET,01,Out,G
572233,657585,HOU,NYM,0345,K,
663728,687765,SEA,OAK,03678,K,
608324,683004,BOS,TEX,03458,K,
701358,621242,HOU,NYM,0147,Out,F
656976,641745,ARI,CHC,0145,K,
669127,622491,OAK,SEA,01458bb,BB,
663538,571946,CHC,ARI,012,Out,G
692225,657097,BOS,TEX,01258,Out,P
665926,544150,TOR,BAL,0367,Out,F
663898,621345,HOU,NYM,034,Out,G
666969,657514,TEX,BOS,012588,Out,F
696100,686752,COL,TBR,012,Out,P
663586,669093,ATL,SDP,03,Out,F
543807,672335,TOR,BAL,0345,K,
670541,592773,HOU,NYM,012225,Out,G
593428,625643,SDP,ATL,0,Out,G
663698,663969,PIT,MIA,0,1B,G
621566,656302,ATL,SDP,034588bb,K,
663624,554340,BAL,TOR,012,Out,F
665833,663969,PIT,MIA,034,1B,L
672695,669212,ARI,CHC,0345,K,
630105,625643,SDP,ATL,0,1B,L
666624,607536,TBR,COL,0125,K,
609280,672841,OAK,SEA,0347,Out,P
605141,676684,LAD,DET,0,HR,F
700242,472610,DET,LAD,034,Out,G
663728,605488,SEA,OAK,03678b,BB,
607043,686613,NYM,HOU,03,1B,L
676609,641755,TBR,COL,01,1B,L
672284,663158,ATL,SDP,0125,K,
678554,683409,TBR,COL,0347a,Out,G
692225,542888,BOS,TEX,01225,K,
663698,687362,PIT,MIA,0147a,BB,
670541,656731,HOU,NYM,034,Out,G
595879,489446,DET,LAD,014788,K,
676572,657571,MIA,PIT,036788,K,
570482,666619,OAK,SEA,0125,Out,L
660271,689225,LAD,DET,03,1B,G
660271,676684,LAD,DET,0347abb,K,
671732,660825,OAK,SEA,0369,BB,
647304,592791,ARI,CHC,012,Out,G
608324,571948,BOS,TEX,0147,Out,G
595777,669093,ATL,SDP,0122225,Out,P
663656,518876,CHC,ARI,0367ab,Out,F
682668,595345,NYM,HOU,0145,K,
624413,686613,NYM,HOU,01458,Out,F
670541,657585,HOU,NYM,03478bb,BB,
542303,670970,ATL,SDP,0367ab,BB,
621020,571946,CHC,ARI,0,Out,F
624413,605463,NYM,HOU,01258b,Out,G
696100,682254,COL,TBR,0122,Out,F
656811,680704,BAL,TOR,0369,BB,
689414,670280,MIA,PIT,012,Out,G
608385,664351,NYM,HOU,01258bb,K,
665489,642397,TOR,BAL,0122225,K,
670224,680767,TBR,COL,0,HR,F
643376,641755,TBR,COL,0369,BB,
701358,621345,HOU,NYM,03478b,BB,
669911,686752,COL,TBR,0125,K,
630105,669276,SDP,ATL,03,HR,F
592626,656557,TEX,BOS,03,Out,G
571657,664126,COL,TBR,034558,K,
670223,656605,MIA,PIT,0345,Out,L
681146,621366,MIA,PIT,03458,K,
624424,663947,LAD,DET,03,Out,F
669242,592454,LAD,DET,01,Out,L
668939,592332,BAL,TOR,01258,Out,G
691406,680767,TBR,COL,0122,K,
682985,808967,DET,LAD,0,1B,L
641598,686993,SEA,OAK,0367ab,BB,
681297,663893,BAL,TOR,01258,K,
647304,641745,ARI,CHC,0,1B,G
672386,672335,TOR,BAL,01,Out,F
656775,554340,BAL,TOR,01458bbb,K,
693307,472610,DET,LAD,0,3B,L
669257,689225,LAD,DET,012,1B,G
683737,571946,CHC,ARI,0145,K,
677594,687765,SEA,OAK,0145,1B,G
665161,621242,HOU,NYM,012222,Out,F
678882,687847,BOS,TEX,0145,Out,P
623993,544150,TOR,BAL,0145,1B,G
668804,663969,PIT,MIA,0,Out,G
542303,592094,ATL,SDP,0369ab,K,
596115,657097,BOS,TEX,0122,Out,G
693307,607455,DET,LAD,0,Out,L
682985,656945,DET,LAD,034,2B,L
664023,573009,CHC,ARI,034,Out,G
691406,607536,TBR,COL,0,Out,F
502054,663969,PIT,MIA,01,Out,G
666971,592791,ARI,CHC,01,Out,F
669397,663158,ATL,SDP,01455,Out,L
670623,656731,HOU,NYM,01258b,Out,L
691016,672841,OAK,SEA,0,Out,F
681481,808967,DET,LAD,01478b,1B,G
677950,669212,ARI,CHC,012,K,
691016,642048,OAK,SEA,0,2B,L
694671,656557,TEX,BOS,014,Out,G
701538,669276,SDP,ATL,0367,Out,F
623993,450203,TOR,BAL,0345,1B,L
678662,685801,COL,TBR,03,Out,L
666971,641745,ARI,CHC,01478b,1B,L
701538,625643,SDP,ATL,036,1B,L
502054,685107,PIT,MIA,014588,Out,G
543760,669711,TEX,BOS,03,Out,G
518692,656427,LAD,DET,034,Out,F
656716,472610,DET,LAD,0369,Out,
646240,683004,BOS,TEX,012558bb,K,
665833,687362,PIT,MIA,0,Out,G
669127,642048,OAK,SEA,034,1B,L
670764,683409,TBR,COL,036788,K,
656716,607455,DET,LAD,0145,K,
805779,660825,OAK,SEA,03,1B,G
646240,571948,BOS,TEX,0125888,K,
596115,542888,BOS,TEX,01,Out,G
667472,670280,MIA,PIT,01,Out,G
665926,672335,TOR,BAL,01478,1B,G
